Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,,,
0.000158,-2.8,0.000158,-2.6,,,,,
0.000158,-2.8,0.000158,-2.6,,,,,
0.000158,-3,0.000158,-2.8,,,,,
0.000158,-2.8,0.000158,-2.8,,,,,
0.000158,-2.8,0.000158,-2.8,,,,,
0.000158,-2.6,0.000158,-3,,,,,
0.000158,-2.6,0.000158,-2.8,,,,,
0.000158,-2.6,0.000158,-2.8,,,,,
0.000158,-2.6,0.000158,-2.6,,,,,
0.000159,-2.2,0.000159,-2.6,,,,,
0.000159,-2.2,0.000159,-2.6,,,,,
0.000159,-2.6,0.000159,-2.6,,,,,
0.000159,-2.4,0.000159,-2.6,,,,,
0.000159,-2.4,0.000159,-2.8,,,,,
0.000159,-2.4,0.000159,-2.4,,,,,
0.000159,-2.2,0.000159,-2.6,,,,,
0.000159,-2,0.000159,-2.6,,,,,
0.000159,-2,0.000159,-2.8,,,,,
0.000159,-2,0.000159,-2.4,,,,,
0.00016,-1.6,0.00016,-2.6,,,,,
0.00016,-1.8,0.00016,-2.8,,,,,
0.00016,-1.8,0.00016,-3,,,,,
0.00016,-1.4,0.00016,-2.8,,,,,
0.00016,-1.4,0.00016,-2.8,,,,,
0.00016,-1.6,0.00016,-2.6,,,,,
0.00016,-1.4,0.00016,-2.2,,,,,
0.00016,-1.4,0.00016,-2.6,,,,,
0.00016,-1.6,0.00016,-2.6,,,,,
0.00016,-1.2,0.00016,-2.4,,,,,
0.00016,-1.2,0.00016,-2.8,,,,,
0.000161,-1.4,0.000161,-2.6,,,,,
0.000161,-1.2,0.000161,-2.4,,,,,
0.000161,-1,0.000161,-2.6,,,,,
0.000161,-1.2,0.000161,-2.4,,,,,
0.000161,-1,0.000161,-2.6,,,,,
0.000161,-1,0.000161,-2.8,,,,,
0.000161,-0.8,0.000161,-3,,,,,
0.000161,-0.6,0.000161,-3,,,,,
0.000161,-0.8,0.000161,-2.6,,,,,
0.000161,-0.8,0.000161,-2.8,,,,,
0.000162,-0.6,0.000162,-2.8,,,,,
0.000162,-0.6,0.000162,-2.6,,,,,
0.000162,-0.6,0.000162,-2.6,,,,,
0.000162,-0.2,0.000162,-2.4,,,,,
0.000162,-0.4,0.000162,-2.6,,,,,
0.000162,-0.6,0.000162,-2.4,,,,,
0.000162,-0.2,0.000162,-2.2,,,,,
0.000162,-0.4,0.000162,-2.6,,,,,
0.000162,-0.2,0.000162,-2.6,,,,,
0.000162,0,0.000162,-2.4,,,,,
0.000163,-0.4,0.000163,-3,,,,,
0.000163,0,0.000163,-2.6,,,,,
0.000163,0.4,0.000163,-2.4,,,,,
0.000163,0.2,0.000163,-2.6,,,,,
0.000163,0,0.000163,-2.6,,,,,
0.000163,0,0.000163,-2.6,,,,,
0.000163,0.6,0.000163,-2.8,,,,,
0.000163,0.4,0.000163,-2.4,,,,,
0.000163,0.2,0.000163,-2.8,,,,,
0.000163,0.6,0.000163,-2.8,,,,,
0.000164,0.4,0.000164,-2.6,,,,,
0.000164,0.6,0.000164,-2.4,,,,,
0.000164,0.6,0.000164,-2.2,,,,,
0.000164,0.4,0.000164,-2.6,,,,,
0.000164,0.6,0.000164,-2.8,,,,,
0.000164,0.4,0.000164,-2.4,,,,,
0.000164,0.8,0.000164,-2.6,,,,,
0.000164,1,0.000164,-2.6,,,,,
0.000164,1.2,0.000164,-2.6,,,,,
0.000164,1.2,0.000164,-2.6,,,,,
0.000165,1,0.000165,-2.2,,,,,
0.000165,0.8,0.000165,-3,,,,,
0.000165,1,0.000165,-3,,,,,
0.000165,1.2,0.000165,-3,,,,,
0.000165,1,0.000165,-2.4,,,,,
0.000165,1.2,0.000165,-2.2,,,,,
0.000165,1.2,0.000165,-2.4,,,,,
0.000165,1.2,0.000165,-2.4,,,,,
0.000165,1.2,0.000165,-2.4,,,,,
0.000165,1.2,0.000165,-2.4,,,,,
0.000166,1.6,0.000166,-2.2,,,,,
0.000166,1.6,0.000166,-2.6,,,,,
0.000166,1.4,0.000166,-2.6,,,,,
0.000166,1.6,0.000166,-2.4,,,,,
0.000166,1.6,0.000166,-2.4,,,,,
0.000166,1.4,0.000166,-2.4,,,,,
0.000166,1.6,0.000166,-2.4,,,,,
0.000166,1.8,0.000166,-2.6,,,,,
0.000166,1.6,0.000166,-2.6,,,,,
0.000166,2,0.000166,-2.6,,,,,
0.000167,1.8,0.000167,-2.4,,,,,
0.000167,1.8,0.000167,-2.2,,,,,
0.000167,2,0.000167,-2.6,,,,,
0.000167,1.8,0.000167,-2.4,,,,,
0.000167,2,0.000167,-2.6,,,,,
0.000167,1.8,0.000167,-2.6,,,,,
0.000167,2.2,0.000167,-2.4,,,,,
0.000167,2.2,0.000167,-2.4,,,,,
0.000167,2.2,0.000167,-2.4,,,,,
0.000168,2.2,0.000168,-2.2,,,,,
0.000168,2.4,0.000168,-2.6,,,,,
0.000168,2.4,0.000168,-2.4,,,,,
0.000168,2.4,0.000168,-2.6,,,,,
0.000168,2.8,0.000168,-2.8,,,,,
0.000168,2.4,0.000168,-2.8,,,,,
0.000168,2.4,0.000168,-2.8,,,,,
0.000168,2.6,0.000168,-2.6,,,,,
0.000168,2.4,0.000168,-2.6,,,,,
0.000168,2.8,0.000168,-2.2,,,,,
0.000169,3,0.000169,-2.4,,,,,
0.000169,2.6,0.000169,-2.4,,,,,
0.000169,2.6,0.000169,-2.4,,,,,
0.000169,2.8,0.000169,-2.4,,,,,
0.000169,2.6,0.000169,-2.4,,,,,
0.000169,2.8,0.000169,-2.2,,,,,
0.000169,3.2,0.000169,-2.2,,,,,
0.000169,2.8,0.000169,-2.4,,,,,
0.000169,2.8,0.000169,-2.2,,,,,
0.000169,3,0.000169,-2,,,,,
0.000169,3.4,0.000169,-2.4,,,,,
0.00017,3,0.00017,-2.4,,,,,
0.00017,3,0.00017,-2.4,,,,,
0.00017,3.4,0.00017,-2.4,,,,,
0.00017,3,0.00017,-2.4,,,,,
0.00017,3,0.00017,-2.2,,,,,
0.00017,3.2,0.00017,-2.2,,,,,
0.00017,3.2,0.00017,-2.4,,,,,
0.00017,3.2,0.00017,-2.4,,,,,
0.00017,3.4,0.00017,-2.4,,,,,
0.00017,3.4,0.00017,-2.2,,,,,
0.000171,3.6,0.000171,-2.4,,,,,
0.000171,3.8,0.000171,-2.4,,,,,
0.000171,3.6,0.000171,-2.2,,,,,
0.000171,3.4,0.000171,-2.4,,,,,
0.000171,3.8,0.000171,-2.4,,,,,
0.000171,3.6,0.000171,-2.6,,,,,
0.000171,3.6,0.000171,-2.6,,,,,
0.000171,3.8,0.000171,-2.2,,,,,
0.000171,3.8,0.000171,-2.4,,,,,
0.000171,3.8,0.000171,-2.6,,,,,
0.000172,3.8,0.000172,-2,,,,,
0.000172,3.8,0.000172,-2.2,,,,,
0.000172,3.8,0.000172,-2.2,,,,,
0.000172,3.8,0.000172,-2.2,,,,,
0.000172,3.8,0.000172,-2.2,,,,,
0.000172,3.8,0.000172,-2.2,,,,,
0.000172,3.6,0.000172,-2,,,,,
0.000172,3.8,0.000172,-2.2,,,,,
0.000172,4,0.000172,-2.4,,,,,
0.000172,3.8,0.000172,-2.2,,,,,
0.000173,4.2,0.000173,-2.2,,,,,
0.000173,4.4,0.000173,-1.8,,,,,
0.000173,4.2,0.000173,-2.2,,,,,
0.000173,4,0.000173,-2.2,,,,,
0.000173,4,0.000173,-2.2,,,,,
0.000173,4.4,0.000173,-2.2,,,,,
0.000173,4,0.000173,-2.2,,,,,
0.000173,4.2,0.000173,-2.2,,,,,
0.000173,4.2,0.000173,-2,,,,,
0.000173,4.2,0.000173,-2.2,,,,,
0.000174,4.4,0.000174,-2,,,,,
0.000174,4.2,0.000174,-1.8,,,,,
0.000174,4.2,0.000174,-2.2,,,,,
0.000174,4.4,0.000174,-2.2,,,,,
0.000174,4,0.000174,-2,,,,,
0.000174,4.2,0.000174,-2,,,,,
0.000174,4.6,0.000174,-2.2,,,,,
0.000174,4.8,0.000174,-2,,,,,
0.000174,4.8,0.000174,-2.2,,,,,
0.000174,4.2,0.000174,-2,,,,,
0.000175,4.2,0.000175,-2.2,,,,,
0.000175,4.4,0.000175,-2.2,,,,,
0.000175,4.2,0.000175,-2.8,,,,,
0.000175,4.2,0.000175,-2,,,,,
0.000175,4.4,0.000175,-1.8,,,,,
0.000175,4.6,0.000175,-2,,,,,
0.000175,4.4,0.000175,-2,,,,,
0.000175,4.2,0.000175,-2,,,,,
0.000175,4.4,0.000175,-2,,,,,
0.000175,4.4,0.000175,-2,,,,,
0.000176,4.4,0.000176,-2.2,,,,,
0.000176,4.2,0.000176,-2,,,,,
0.000176,4.4,0.000176,-2,,,,,
0.000176,4.4,0.000176,-2,,,,,
0.000176,4.2,0.000176,-2,,,,,
0.000176,4.6,0.000176,-2,,,,,
0.000176,4.6,0.000176,-2,,,,,
0.000176,4.6,0.000176,-2.2,,,,,
0.000176,4.6,0.000176,-2.2,,,,,
0.000176,4.6,0.000176,-1.8,,,,,
0.000177,4.4,0.000177,-1.8,,,,,
0.000177,4.4,0.000177,-2,,,,,
0.000177,4.6,0.000177,-2,,,,,
0.000177,4.4,0.000177,-1.8,,,,,
0.000177,4.4,0.000177,-2,,,,,
0.000177,4.4,0.000177,-2.2,,,,,
0.000177,4.4,0.000177,-2,,,,,
0.000177,4.4,0.000177,-1.8,,,,,
0.000177,4.6,0.000177,-1.8,,,,,
0.000178,4.6,0.000178,-2,,,,,
0.000178,4.6,0.000178,-2,,,,,
0.000178,4.6,0.000178,-2,,,,,
0.000178,4.6,0.000178,-2,,,,,
0.000178,4.6,0.000178,-2,,,,,
0.000178,4.6,0.000178,-2,,,,,
0.000178,4.6,0.000178,-1.8,,,,,
0.000178,4.8,0.000178,-1.8,,,,,
0.000178,4.8,0.000178,-1.8,,,,,
0.000178,4.6,0.000178,-1.8,,,,,
0.000179,4.8,0.000179,-1.8,,,,,
0.000179,4.6,0.000179,-1.8,,,,,
0.000179,4.6,0.000179,-2.2,,,,,
0.000179,4.4,0.000179,-1.8,,,,,
0.000179,4.4,0.000179,-1.6,,,,,
0.000179,4.8,0.000179,-1.8,,,,,
0.000179,4.4,0.000179,-1.6,,,,,
0.000179,4.6,0.000179,-1.6,,,,,
0.000179,4.8,0.000179,-1.6,,,,,
0.000179,4.6,0.000179,-2.2,,,,,
0.000179,4.4,0.000179,-1.8,,,,,
0.00018,4.6,0.00018,-1.8,,,,,
0.00018,4.6,0.00018,-1.8,,,,,
0.00018,4.4,0.00018,-1.6,,,,,
0.00018,4.4,0.00018,-1.4,,,,,
0.00018,4.6,0.00018,-1.6,,,,,
0.00018,4.2,0.00018,-1.8,,,,,
0.00018,4.8,0.00018,-1.6,,,,,
0.00018,4.2,0.00018,-1.8,,,,,
0.00018,4.2,0.00018,-1.8,,,,,
0.00018,4.6,0.00018,-1.8,,,,,
0.000181,4.4,0.000181,-1.8,,,,,
0.000181,4.4,0.000181,-1.6,,,,,
0.000181,4.4,0.000181,-1.8,,,,,
0.000181,4.6,0.000181,-1.8,,,,,
0.000181,4.4,0.000181,-2,,,,,
0.000181,4.6,0.000181,-2,,,,,
0.000181,4.6,0.000181,-1.8,,,,,
0.000181,4.4,0.000181,-1.8,,,,,
0.000181,4.4,0.000181,-1.8,,,,,
0.000181,4.2,0.000181,-1.8,,,,,
0.000182,4.4,0.000182,-1.4,,,,,
0.000182,4.4,0.000182,-1.8,,,,,
0.000182,4.2,0.000182,-1.4,,,,,
0.000182,4,0.000182,-2,,,,,
0.000182,4.2,0.000182,-1.6,,,,,
0.000182,4,0.000182,-1.6,,,,,
0.000182,4.2,0.000182,-1.8,,,,,
0.000182,4.2,0.000182,-1.6,,,,,
0.000182,4.2,0.000182,-1.8,,,,,
0.000182,4.4,0.000182,-1.4,,,,,
0.000183,4.6,0.000183,-1.2,,,,,
0.000183,4.4,0.000183,-1.4,,,,,
0.000183,4.2,0.000183,-1.6,,,,,
0.000183,4,0.000183,-1.4,,,,,
0.000183,4.2,0.000183,-1.6,,,,,
0.000183,4.2,0.000183,-1.4,,,,,
0.000183,4.2,0.000183,-1.6,,,,,
0.000183,4,0.000183,-1.6,,,,,
0.000183,4,0.000183,-1.6,,,,,
0.000183,4.4,0.000183,-1.6,,,,,
0.000184,4.4,0.000184,-1.4,,,,,
0.000184,4,0.000184,-1.8,,,,,
0.000184,3.8,0.000184,-1.6,,,,,
0.000184,3.8,0.000184,-1.4,,,,,
0.000184,3.8,0.000184,-1.6,,,,,
0.000184,4,0.000184,-1.6,,,,,
0.000184,4.2,0.000184,-1.8,,,,,
0.000184,4.2,0.000184,-1.6,,,,,
0.000184,4,0.000184,-1.2,,,,,
0.000184,3.8,0.000184,-2,,,,,
0.000185,3.6,0.000185,-1.8,,,,,
0.000185,3.8,0.000185,-2,,,,,
0.000185,3.6,0.000185,-1.2,,,,,
0.000185,3.8,0.000185,-1.2,,,,,
0.000185,3.8,0.000185,-1.4,,,,,
0.000185,3.6,0.000185,-1.4,,,,,
0.000185,3.6,0.000185,-1.6,,,,,
0.000185,3.6,0.000185,-1.4,,,,,
0.000185,3.4,0.000185,-1.2,,,,,
0.000185,3.6,0.000185,-1.6,,,,,
0.000186,3.6,0.000186,-1.2,,,,,
0.000186,3.6,0.000186,-1.6,,,,,
0.000186,3.6,0.000186,-1.4,,,,,
0.000186,3.4,0.000186,-1.6,,,,,
0.000186,3.4,0.000186,-1.6,,,,,
0.000186,3.4,0.000186,-1.6,,,,,
0.000186,3.4,0.000186,-1.6,,,,,
0.000186,3.2,0.000186,-1.6,,,,,
0.000186,3.6,0.000186,-1.2,,,,,
0.000186,3.2,0.000186,-1.6,,,,,
0.000187,3.2,0.000187,-1.2,,,,,
0.000187,3.4,0.000187,-1.4,,,,,
0.000187,3.4,0.000187,-1.4,,,,,
0.000187,3.4,0.000187,-1.4,,,,,
0.000187,3.4,0.000187,-1.4,,,,,
0.000187,3.4,0.000187,-1.2,,,,,
0.000187,3,0.000187,-1.4,,,,,
0.000187,3.2,0.000187,-1.4,,,,,
0.000187,3.2,0.000187,-1.4,,,,,
0.000188,3.2,0.000188,-1.4,,,,,
0.000188,3.2,0.000188,-1.4,,,,,
0.000188,3.4,0.000188,-1.4,,,,,
0.000188,3,0.000188,-1.6,,,,,
0.000188,3.2,0.000188,-1.6,,,,,
0.000188,3.2,0.000188,-1.6,,,,,
0.000188,3,0.000188,-1.2,,,,,
0.000188,3,0.000188,-1.2,,,,,
0.000188,3,0.000188,-1.4,,,,,
0.000188,2.8,0.000188,-1.4,,,,,
0.000189,3,0.000189,-1.4,,,,,
0.000189,2.8,0.000189,-1.4,,,,,
0.000189,2.6,0.000189,-1.2,,,,,
0.000189,3,0.000189,-1.2,,,,,
0.000189,3,0.000189,-1.4,,,,,
0.000189,2.8,0.000189,-1.2,,,,,
0.000189,2.8,0.000189,-1.2,,,,,
0.000189,3.2,0.000189,-1.2,,,,,
0.000189,2.8,0.000189,-1.4,,,,,
0.000189,2.8,0.000189,-1.4,,,,,
0.000189,2.6,0.000189,-1.2,,,,,
0.00019,2.6,0.00019,-1.4,,,,,
0.00019,2.8,0.00019,-1.2,,,,,
0.00019,2.6,0.00019,-1.2,,,,,
0.00019,2.6,0.00019,-1.2,,,,,
0.00019,2.4,0.00019,-1.2,,,,,
0.00019,2.4,0.00019,-1.2,,,,,
0.00019,2.4,0.00019,-1.6,,,,,
0.00019,2.6,0.00019,-1.2,,,,,
0.00019,2.4,0.00019,-1,,,,,
0.00019,2.4,0.00019,-1.4,,,,,
0.000191,2.4,0.000191,-1.2,,,,,
0.000191,2.2,0.000191,-1.4,,,,,
0.000191,2.4,0.000191,-1.2,,,,,
0.000191,2.2,0.000191,-1.6,,,,,
0.000191,2.2,0.000191,-1.4,,,,,
0.000191,2.4,0.000191,-1.2,,,,,
0.000191,2.4,0.000191,-1.4,,,,,
0.000191,2.4,0.000191,-1.4,,,,,
0.000191,2.2,0.000191,-1.4,,,,,
0.000191,2.2,0.000191,-1,,,,,
0.000192,2.2,0.000192,-1,,,,,
0.000192,2,0.000192,-1,,,,,
0.000192,2,0.000192,-1.2,,,,,
0.000192,2,0.000192,-1.2,,,,,
0.000192,2.2,0.000192,-1.2,,,,,
0.000192,2,0.000192,-1.2,,,,,
0.000192,2,0.000192,-1.2,,,,,
0.000192,1.8,0.000192,-1.4,,,,,
0.000192,2.2,0.000192,-1,,,,,
0.000192,2,0.000192,-1,,,,,
0.000193,2.2,0.000193,-1.4,,,,,
0.000193,2,0.000193,-1.2,,,,,
0.000193,1.6,0.000193,-1,,,,,
0.000193,2.2,0.000193,-1.4,,,,,
0.000193,1.8,0.000193,-1,,,,,
0.000193,2,0.000193,-1.2,,,,,
0.000193,2,0.000193,-1.2,,,,,
0.000193,1.8,0.000193,-1.2,,,,,
0.000193,2,0.000193,-1,,,,,
0.000193,2,0.000193,-0.8,,,,,
0.000194,1.6,0.000194,-1.4,,,,,
0.000194,1.8,0.000194,-1.4,,,,,
0.000194,1.8,0.000194,-1,,,,,
0.000194,1.6,0.000194,-1,,,,,
0.000194,2,0.000194,-1.2,,,,,
0.000194,2,0.000194,-1.2,,,,,
0.000194,1.8,0.000194,-1,,,,,
0.000194,1.8,0.000194,-0.6,,,,,
0.000194,1.4,0.000194,-1.4,,,,,
0.000194,1.4,0.000194,-1.2,,,,,
0.000195,1.6,0.000195,-1.6,,,,,
0.000195,1.4,0.000195,-1,,,,,
0.000195,1.6,0.000195,-0.8,,,,,
0.000195,1.6,0.000195,-1,,,,,
0.000195,1.4,0.000195,-1,,,,,
0.000195,1.2,0.000195,-1,,,,,
0.000195,1.4,0.000195,-1,,,,,
0.000195,1.4,0.000195,-1,,,,,
0.000195,1.2,0.000195,-1,,,,,
0.000195,1.4,0.000195,-0.8,,,,,
0.000196,1,0.000196,-1,,,,,
0.000196,1.2,0.000196,-1.2,,,,,
0.000196,1.2,0.000196,-0.8,,,,,
0.000196,1.2,0.000196,-1.2,,,,,
0.000196,1.2,0.000196,-1.2,,,,,
0.000196,1.2,0.000196,-1.4,,,,,
0.000196,1.4,0.000196,-1.2,,,,,
0.000196,1,0.000196,-0.8,,,,,
0.000196,1,0.000196,-1,,,,,
0.000196,1,0.000196,-1.2,,,,,
0.000197,1,0.000197,-1.2,,,,,
0.000197,1.4,0.000197,-1,,,,,
0.000197,1,0.000197,-1.2,,,,,
0.000197,1,0.000197,-0.8,,,,,
0.000197,1,0.000197,-1,,,,,
0.000197,0.8,0.000197,-1,,,,,
0.000197,1,0.000197,-0.8,,,,,
0.000197,1,0.000197,-1,,,,,
0.000197,1.2,0.000197,-1.2,,,,,
0.000198,1,0.000198,-1,,,,,
0.000198,1.2,0.000198,-1,,,,,
0.000198,0.8,0.000198,-1.4,,,,,
0.000198,0.8,0.000198,-1.2,,,,,
0.000198,1,0.000198,-1.2,,,,,
0.000198,0.8,0.000198,-1,,,,,
0.000198,0.8,0.000198,-1.2,,,,,
0.000198,1,0.000198,-1,,,,,
0.000198,0.8,0.000198,-1.2,,,,,
0.000198,0.8,0.000198,-1,,,,,
0.000199,0.6,0.000199,-1.2,,,,,
0.000199,0.8,0.000199,-1.2,,,,,
0.000199,0.6,0.000199,-0.8,,,,,
0.000199,1,0.000199,-0.8,,,,,
0.000199,0.6,0.000199,-1,,,,,
0.000199,0.6,0.000199,-0.8,,,,,
0.000199,0.8,0.000199,-0.8,,,,,
0.000199,0.8,0.000199,-1.2,,,,,
0.000199,0.8,0.000199,-1,,,,,
0.000199,0.8,0.000199,-1,,,,,
0.000199,0.8,0.000199,-1,,,,,
0.0002,0.6,0.0002,-1,,,,,
0.0002,0.6,0.0002,-0.8,,,,,
0.0002,0.6,0.0002,-1.2,,,,,
0.0002,0.6,0.0002,-1,,,,,
0.0002,0.6,0.0002,-1.2,,,,,
0.0002,0.4,0.0002,-1,,,,,
0.0002,0.4,0.0002,-1,,,,,
0.0002,0.6,0.0002,-1.2,,,,,
0.0002,0.4,0.0002,-1,,,,,
0.0002,0.4,0.0002,-1,,,,,
0.000201,0.6,0.000201,-0.8,,,,,
0.000201,0.8,0.000201,-1.2,,,,,
0.000201,0.4,0.000201,-1.2,,,,,
0.000201,0.4,0.000201,-1,,,,,
0.000201,0.6,0.000201,-1,,,,,
0.000201,0.4,0.000201,-1.4,,,,,
0.000201,0.6,0.000201,-1.4,,,,,
0.000201,0.4,0.000201,-1,,,,,
0.000201,0.4,0.000201,-1,,,,,
0.000201,0.8,0.000201,-1,,,,,
0.000202,0.4,0.000202,-0.8,,,,,
0.000202,0.4,0.000202,-1,,,,,
0.000202,0.4,0.000202,-0.6,,,,,
0.000202,0.4,0.000202,-0.8,,,,,
0.000202,0.2,0.000202,-1.2,,,,,
0.000202,0.4,0.000202,-0.8,,,,,
0.000202,0.4,0.000202,-1,,,,,
0.000202,0.6,0.000202,-0.8,,,,,
0.000202,0.6,0.000202,-0.8,,,,,
0.000202,0.8,0.000202,-1.2,,,,,
0.000203,0,0.000203,-1,,,,,
0.000203,0,0.000203,-0.8,,,,,
0.000203,0.6,0.000203,-1.2,,,,,
0.000203,0.6,0.000203,-1,,,,,
0.000203,0.4,0.000203,-1,,,,,
0.000203,0.4,0.000203,-1,,,,,
0.000203,0.2,0.000203,-1,,,,,
0.000203,0.6,0.000203,-1,,,,,
0.000203,0.4,0.000203,-0.8,,,,,
0.000203,0,0.000203,-1,,,,,
0.000204,0.2,0.000204,-0.8,,,,,
0.000204,0.2,0.000204,-1.2,,,,,
0.000204,0,0.000204,-1,,,,,
0.000204,0.4,0.000204,-1,,,,,
0.000204,0.4,0.000204,-1.2,,,,,
0.000204,0.6,0.000204,-1.2,,,,,
0.000204,0.2,0.000204,-0.8,,,,,
0.000204,0.2,0.000204,-1.4,,,,,
0.000204,0,0.000204,-1.2,,,,,
0.000204,0,0.000204,-1.2,,,,,
0.000205,0.2,0.000205,-0.6,,,,,
0.000205,0,0.000205,-0.8,,,,,
0.000205,0.4,0.000205,-0.8,,,,,
0.000205,0.2,0.000205,-0.8,,,,,
0.000205,0.2,0.000205,-0.6,,,,,
0.000205,0.4,0.000205,-0.6,,,,,
0.000205,0.2,0.000205,-0.6,,,,,
0.000205,0,0.000205,-0.8,,,,,
0.000205,0.2,0.000205,-1.2,,,,,
0.000205,0.4,0.000205,-1,,,,,
0.000206,0,0.000206,-1,,,,,
0.000206,0.2,0.000206,-0.8,,,,,
0.000206,0.2,0.000206,-1.2,,,,,
0.000206,0.4,0.000206,-1.2,,,,,
0.000206,0,0.000206,-1.2,,,,,
0.000206,0.2,0.000206,-1,,,,,
0.000206,0,0.000206,-0.8,,,,,
0.000206,0.2,0.000206,-1,,,,,
0.000206,0.2,0.000206,-0.8,,,,,
0.000206,0,0.000206,-0.8,,,,,
0.000207,0.2,0.000207,-0.8,,,,,
0.000207,0.4,0.000207,-1.2,,,,,
0.000207,0,0.000207,-1,,,,,
0.000207,0.2,0.000207,-0.6,,,,,
0.000207,0,0.000207,-1,,,,,
0.000207,0,0.000207,-0.6,,,,,
0.000207,0.2,0.000207,-0.8,,,,,
0.000207,0.2,0.000207,-1,,,,,
0.000207,0,0.000207,-1,,,,,
0.000208,0.2,0.000208,-1.2,,,,,
0.000208,0.2,0.000208,-1,,,,,
0.000208,0.2,0.000208,-1,,,,,
0.000208,0.2,0.000208,-1.2,,,,,
0.000208,0,0.000208,-1,,,,,
0.000208,0.2,0.000208,-1,,,,,
0.000208,0.2,0.000208,-1,,,,,
0.000208,0,0.000208,-1,,,,,
0.000208,0,0.000208,-0.8,,,,,
0.000208,0.2,0.000208,-1,,,,,
0.000208,0,0.000208,-1,,,,,
0.000209,0,0.000209,-0.8,,,,,
0.000209,0.4,0.000209,-0.8,,,,,
0.000209,0,0.000209,-0.6,,,,,
0.000209,0.2,0.000209,-1,,,,,
0.000209,0.2,0.000209,-0.8,,,,,
0.000209,0,0.000209,-1,,,,,
0.000209,0.2,0.000209,-0.8,,,,,
0.000209,0.2,0.000209,-1,,,,,
0.000209,0.4,0.000209,-0.8,,,,,
0.000209,0,0.000209,-0.8,,,,,
0.00021,0.2,0.00021,-0.8,,,,,
0.00021,0,0.00021,-1,,,,,
0.00021,0.2,0.00021,-0.8,,,,,
0.00021,0.2,0.00021,-1,,,,,
0.00021,0.2,0.00021,-1,,,,,
0.00021,0,0.00021,-1,,,,,
0.00021,0.2,0.00021,-1,,,,,
0.00021,0.2,0.00021,-1,,,,,
0.00021,0.2,0.00021,-0.8,,,,,
0.00021,0.4,0.00021,-1,,,,,
0.000211,0.2,0.000211,-0.8,,,,,
0.000211,0.2,0.000211,-1.4,,,,,
0.000211,0.4,0.000211,-0.8,,,,,
0.000211,0.2,0.000211,-1,,,,,
0.000211,0.4,0.000211,-1,,,,,
0.000211,0.4,0.000211,-1.2,,,,,
0.000211,0,0.000211,-1,,,,,
0.000211,0.2,0.000211,-0.8,,,,,
0.000211,0.6,0.000211,-0.8,,,,,
0.000211,0.2,0.000211,-0.8,,,,,
0.000212,0,0.000212,-1,,,,,
0.000212,0.2,0.000212,-0.8,,,,,
0.000212,0.2,0.000212,-0.6,,,,,
0.000212,0.4,0.000212,-1,,,,,
0.000212,0,0.000212,-0.8,,,,,
0.000212,0.2,0.000212,-1.2,,,,,
0.000212,0.4,0.000212,-0.6,,,,,
0.000212,0.4,0.000212,-0.8,,,,,
0.000212,0.2,0.000212,-1,,,,,
0.000212,0.2,0.000212,-0.8,,,,,
0.000213,0,0.000213,-1,,,,,
0.000213,0.6,0.000213,-1,,,,,
0.000213,0.2,0.000213,-0.8,,,,,
0.000213,0.4,0.000213,-1,,,,,
0.000213,0.4,0.000213,-1,,,,,
0.000213,0.2,0.000213,-1,,,,,
0.000213,0.4,0.000213,-0.8,,,,,
0.000213,0.4,0.000213,-0.6,,,,,
0.000213,0,0.000213,-1.2,,,,,
0.000213,0,0.000213,-0.8,,,,,
0.000214,0,0.000214,-0.8,,,,,
0.000214,0,0.000214,-0.8,,,,,
0.000214,0.4,0.000214,-1,,,,,
0.000214,0.6,0.000214,-1.2,,,,,
0.000214,0.2,0.000214,-0.8,,,,,
0.000214,0.4,0.000214,-0.6,,,,,
0.000214,0.2,0.000214,-1.2,,,,,
0.000214,0,0.000214,-1.2,,,,,
0.000214,0.2,0.000214,-1.4,,,,,
0.000214,0,0.000214,-1,,,,,
0.000215,0.2,0.000215,-0.6,,,,,
0.000215,0.4,0.000215,-0.8,,,,,
0.000215,0.2,0.000215,-1,,,,,
0.000215,0.2,0.000215,-0.6,,,,,
0.000215,0.2,0.000215,-0.8,,,,,
0.000215,0.2,0.000215,-0.8,,,,,
0.000215,0,0.000215,-0.8,,,,,
0.000215,0,0.000215,-0.8,,,,,
0.000215,0,0.000215,-0.8,,,,,
0.000215,0.4,0.000215,-1,,,,,
0.000216,0.2,0.000216,-0.8,,,,,
0.000216,0,0.000216,-1,,,,,
0.000216,0,0.000216,-1,,,,,
0.000216,0,0.000216,-1.2,,,,,
0.000216,0.2,0.000216,-1,,,,,
0.000216,0,0.000216,-0.8,,,,,
0.000216,0,0.000216,-1,,,,,
0.000216,0.2,0.000216,-0.8,,,,,
0.000216,0.2,0.000216,-1,,,,,
0.000216,0,0.000216,-1,,,,,
0.000217,0,0.000217,-0.8,,,,,
0.000217,0,0.000217,-1,,,,,
0.000217,0,0.000217,-1,,,,,
0.000217,0,0.000217,-0.8,,,,,
0.000217,0.2,0.000217,-0.8,,,,,
0.000217,0.2,0.000217,-1,,,,,
0.000217,0.2,0.000217,-1.2,,,,,
0.000217,0,0.000217,-1,,,,,
0.000217,0.4,0.000217,-1,,,,,
0.000218,0,0.000218,-1.2,,,,,
0.000218,-0.2,0.000218,-1,,,,,
0.000218,0.2,0.000218,-0.8,,,,,
