,,,,,,0.000341255,4.939693168
Time - Plot 0,Amplitude - Plot 0,,,Time,Amplitude,,0.502626754
,,,0.001524,0.002434,4.88,4.882913037,
,,,0.001525,0.002435,4.92,4.88307918,
,,,0.001526,0.002436,4.88,4.883244837,
,,,0.001527,0.002437,4.92,4.883410009,
,,,0.001528,0.002438,4.88,4.883574697,
,,,0.001529,0.002439,4.88,4.883738904,
,,,0.00153,0.00244,4.88,4.88390263,
,,,0.001531,0.002441,4.92,4.884065878,
,,,0.001532,0.002442,4.88,4.884228647,
,,,0.001533,0.002443,4.88,4.88439094,
,,,0.001534,0.002444,4.88,4.884552759,
,,,0.001535,0.002445,4.88,4.884714104,
,,,0.001536,0.002446,4.88,4.884874976,
,,,0.001537,0.002447,4.88,4.885035378,
,,,0.001538,0.002448,4.88,4.885195311,
,,,0.001539,0.002449,4.92,4.885354776,
,,,0.00154,0.00245,4.92,4.885513774,
,,,0.001541,0.002451,4.92,4.885672307,
,,,0.001542,0.002452,4.92,4.885830376,
,,,0.001543,0.002453,4.88,4.885987982,
,,,0.001544,0.002454,4.88,4.886145127,
,,,0.001545,0.002455,4.88,4.886301813,
,,,0.001546,0.002456,4.88,4.88645804,
,,,0.001547,0.002457,4.92,4.88661381,
,,,0.001548,0.002458,4.88,4.886769124,
,,,0.001549,0.002459,4.88,4.886923983,
,,,0.00155,0.00246,4.92,4.88707839,
,,,0.001551,0.002461,4.92,4.887232345,
,,,0.001552,0.002462,4.92,4.887385849,
,,,0.001553,0.002463,4.88,4.887538904,
,,,0.001554,0.002464,4.88,4.887691511,
,,,0.001555,0.002465,4.92,4.887843672,
,,,0.001556,0.002466,4.92,4.887995387,
,,,0.001557,0.002467,4.92,4.888146658,
,,,0.001558,0.002468,4.88,4.888297487,
,,,0.001559,0.002469,4.88,4.888447875,
,,,0.00156,0.00247,4.92,4.888597822,
,,,0.001561,0.002471,4.88,4.888747331,
,,,0.001562,0.002472,4.88,4.888896402,
,,,0.001563,0.002473,4.88,4.889045037,
,,,0.001564,0.002474,4.88,4.889193237,
,,,0.001565,0.002475,4.92,4.889341004,
,,,0.001566,0.002476,4.88,4.889488338,
,,,0.001567,0.002477,4.92,4.889635241,
,,,0.001568,0.002478,4.88,4.889781714,
,,,0.001569,0.002479,4.92,4.889927759,
,,,0.00157,0.00248,4.88,4.890073376,
,,,0.001571,0.002481,4.88,4.890218567,
,,,0.001572,0.002482,4.88,4.890363333,
,,,0.001573,0.002483,4.92,4.890507676,
,,,0.001574,0.002484,4.92,4.890651596,
,,,0.001575,0.002485,4.92,4.890795096,
,,,0.001576,0.002486,4.92,4.890938175,
,,,0.001577,0.002487,4.88,4.891080836,
,,,0.001578,0.002488,4.88,4.891223079,
,,,0.001579,0.002489,4.88,4.891364906,
,,,0.00158,0.00249,4.92,4.891506318,
,,,0.001581,0.002491,4.88,4.891647316,
,,,0.001582,0.002492,4.88,4.891787902,
,,,0.001583,0.002493,4.92,4.891928076,
,,,0.001584,0.002494,4.92,4.89206784,
,,,0.001585,0.002495,4.88,4.892207195,
,,,0.001586,0.002496,4.88,4.892346143,
,,,0.001587,0.002497,4.88,4.892484684,
,,,0.001588,0.002498,4.88,4.892622819,
,,,0.001589,0.002499,4.92,4.89276055,
